,BIC,RMSE_train,RMSE_test,R2_train,R2_test
98,29149.105531522197,17.92634084301767,17.23469142791316,0.16085315506731968,0.15520995008398197
99,29045.956587277313,17.75593351090182,18.92784826488922,0.1697710603318925,0.058390151888453645
100,29112.44011406976,17.713280036848577,19.35655003788159,0.15887891999153259,0.15025165461152368
101,29091.93456139031,17.844090169458173,18.354950238304923,0.16255360394316887,0.10136987913754636
102,29083.763882661275,17.604337969265924,20.52028614390365,0.15646133428877917,0.13893652879802976
103,29216.177988526884,18.069815449934715,15.847046842924376,0.15875240126075085,0.17069303036055594
104,29092.30190306203,17.812903951994493,18.22757545923444,0.1671850610303297,0.10022355750460765
105,29077.499441641703,17.670719185717743,19.83862345027668,0.16922470398072442,0.0526774337099053
106,29104.929040718765,17.682914802747963,19.514843135049308,0.1670545625748694,0.09175865785541726
107,29125.07857131456,17.92566448651621,17.143235310178287,0.1712696052354703,0.04487314075639759
108,29177.489463197453,18.044762411687646,16.04858811499026,0.16118894435909192,0.15057516020959583
109,29109.29632465823,17.89719173836824,17.58161487433127,0.15964099979985158,0.1569785922194522
110,29066.371929511235,17.83018483183907,18.295927892627468,0.1676636951841074,0.07071152494707766
111,29138.479030355833,17.73786946586887,19.43847065564053,0.15815613392955263,0.1298286358337365
112,29107.810069412804,17.783316717904054,18.665832615910823,0.1658902510427207,0.09719641175327454
113,29086.890103083148,17.614767842310375,20.36246841379593,0.16706226377847677,0.06712694158303523
114,29203.911196209352,18.114102352309764,15.446590541789305,0.15829656295122452,0.1726038861976017
115,29163.09262952288,17.881398412363104,17.666804259050824,0.15554250962695648,0.20061229256215563
116,29137.079667018395,17.88253941062181,17.74267672833481,0.16494267934787077,0.09744064730947932
117,29010.11230473363,17.62078302853038,20.06056426646001,0.17196895149015556,0.04874496175341214
118,29128.226743421077,17.85317810927285,18.08028023650408,0.16610932009820156,0.08620809010733721
119,29128.914926333142,17.90850438481068,17.556840425837297,0.1607915202068516,0.14019040542463101
120,29205.213102010457,17.987134392478485,16.814686466658788,0.16611811854349823,0.05972625093492201
121,29128.415310039807,17.852286673723942,18.020816097759912,0.15933740042834965,0.15915686480231572
122,29151.317751109313,17.82590492825601,18.33868377438918,0.1599290001119048,0.14607233108557938
123,29105.973836868965,17.86560848513957,17.952912130246695,0.16547702848240275,0.09462552433862381
124,29002.775184553124,17.58340445642935,20.549670848463222,0.17207823467230277,0.020393682652561917
125,29124.9631727597,17.876816436424335,17.90274810448411,0.1599429769911257,0.14385714560863927
126,29104.753441548288,17.812911455910445,18.3841312617768,0.1621251233858666,0.13327117697203328
127,29018.180699425837,17.587790128616515,20.481739900849547,0.16427259273517725,0.09667740497636979
128,29189.107848467014,17.887585715725457,17.728161045706226,0.15250993197441975,0.21488171957692426
129,29163.993870323513,17.99780642699191,16.45239017418355,0.16935683141527702,0.05377331397530216
130,29168.84873021576,17.957754496439154,16.949278508046824,0.16053671703655492,0.1546860984627989
131,29121.636587402412,17.93098039991326,17.38362237605681,0.16623968923799937,0.07752234949771897
132,29137.7016124862,17.95218582088315,17.039868051900676,0.15867293615014766,0.17166395220624475
133,29169.880071092808,17.879840154688388,17.913209407504215,0.16021551801768164,0.13456561972429415
134,29109.82925828587,17.926386869756854,17.18952761108837,0.16457336043696957,0.12017180540491079
135,29048.40868312934,17.564245135326413,20.821147723104236,0.16290527259510668,0.09442921071683519
136,29080.694791153925,17.55205977295296,20.594896419446826,0.1672647496539006,0.09389299381558569
137,29116.50533160239,17.869248479166515,17.84065500809334,0.16788141075841123,0.07646274719323753
138,29063.763635284402,17.606023202413436,20.13160983927813,0.16494073954440636,0.11168820811830671
139,29168.638476919456,18.000533951341126,17.05350360163432,0.16171125898051786,0.08756003861445383
140,29012.69884700487,17.570330044621166,20.859436854108807,0.17200467252545737,0.01590852793348363
141,29134.525845122283,18.104473520208597,15.546196633487318,0.16434074040538038,0.09760347712610151
142,29148.34901352787,17.83427185847212,18.37770243724043,0.16334258894552556,0.10103895496650195
143,29134.018737443595,17.81792788659254,18.344476176701463,0.1614786377871692,0.13858531594727141
144,29130.955551828556,17.874871894414508,17.672189955725806,0.16415966897707346,0.12720984782100142
145,29189.68229313878,17.972301292208886,16.868286382297534,0.15699782622377723,0.18494709654922725
146,29061.066482303162,17.543337253691806,20.632431553947853,0.17100633290302836,0.06723381820203156
147,29165.73257562506,18.005379395752957,16.82835456449362,0.15806638359843928,0.14849350925049587
148,29054.92958511505,17.698433084131942,19.40400563443193,0.1599094915695325,0.14342765822300807
149,29161.671580488524,17.859076787863295,17.816953942844698,0.16000645258710977,0.16660996634648473
150,29177.9792673805,18.076281015378775,15.815523000042079,0.16001751504425477,0.15488748615350478
151,29176.633924872986,18.0900789934751,15.541791864215211,0.15807703073213153,0.1944282662746991
152,29125.212304339308,17.81351233676969,18.698599955660747,0.16451043617754657,0.07934192997173195
153,29083.969131536447,17.697001634786854,19.551165461675474,0.16252624300043017,0.11440036963195177
154,29092.72923305218,17.70700373053159,19.334509363982995,0.16111501079458612,0.13920440291304503
155,29147.33899130334,17.84517072031253,17.985395459581873,0.1603117348563039,0.15975080643834594
156,29057.8261736808,17.761994807095192,19.071683953145506,0.17508978070556058,-0.023434154808848584
157,29107.50217440578,17.69050526599408,19.546713253225192,0.15808687025730894,0.15563055772745904
158,29069.160867350027,17.687106328453293,19.621013664791782,0.1696354478027593,0.05522353743223363
159,29147.35420720071,17.87679890966235,17.7757761381445,0.16513889194283815,0.10328969356632889
160,29109.549090028555,17.69813612975083,19.30332622688335,0.1648695969833961,0.11840402867114708
161,29149.822955470103,17.96996450912774,17.43845405817114,0.15736970623829039,0.12893920087346578
162,29084.75081697381,17.54017370736519,20.68866148897242,0.1629903050700101,0.1250676717886623
163,29097.498918573427,17.72810160755436,19.40148994198576,0.1671962953886862,0.06302264585186612
164,29219.316369419066,17.925791461700744,17.405297087694628,0.16330226929037772,0.10167997972918841
165,29111.03138927347,18.01391660144804,16.49561113021209,0.17139863392857413,-0.0020167207045838076
166,29069.112990512196,17.798882054622144,18.864182862316927,0.16829756907225613,0.03630021587259136
167,29019.136931157896,17.78087564926295,18.653949928679214,0.17038076576529781,0.052525274230627916
168,29186.01998168976,17.933124572133114,17.339920462691317,0.1534371026915956,0.20709084987812543
169,29140.857617289992,17.840493623356377,18.080737850031532,0.15645047751597085,0.18717270521106366
170,29174.452134040795,18.028914544788517,16.518366781326975,0.15749268438388442,0.1597637223482823
171,29130.171015525164,17.836773301266106,18.34890781765905,0.15828632053376424,0.15024918073633686
172,29083.835008017915,17.778041626005383,18.597478985264946,0.16563524753310765,0.10945815087540345
173,29156.828960261475,17.962422025197572,16.852217328687793,0.1568570892274065,0.19786749101229306
174,29032.035778601323,17.45566387164888,21.687552751344793,0.1729173622440393,0.023766410923680814
175,29103.113607230196,17.834347447950837,18.171883112486167,0.16580442969397324,0.09928580778104878
176,29117.04275667907,17.777168919344255,18.735269035003075,0.16227825082335023,0.1286959914962308
177,29190.200251400664,18.09970191634022,15.693244963609295,0.16125216531142295,0.12177659212841074
178,29159.23512457082,17.93973953944391,17.178089368260956,0.16621261180604252,0.0867962879638069
179,29034.474110893156,17.50205247634717,21.184714496976767,0.17066513896256552,0.04944437482998565
180,29094.073155367507,17.753058440134875,19.376499799752317,0.16781934886103123,0.03623767659229604
181,29018.688001930146,17.751876002020335,19.275344800045776,0.16414784803801064,0.07535306483566873
182,29216.53132431067,18.000483206436094,16.376130496167484,0.15968776539458174,0.17352764399763165
183,29190.336215805248,18.031617937978087,16.41869642388669,0.15884966804161693,0.15259954214064408
184,29176.614565996628,17.925197236012835,17.419698993983868,0.16139261635327273,0.12730744824716822
185,29144.613056258204,17.960515223883824,17.083728462039158,0.1581744624131325,0.16462707787041297
186,29112.293869514382,17.64767550291431,19.917461974487043,0.162549924498272,0.12014642199347059
187,29048.520503416752,17.693078790516058,19.16501022750957,0.17111317857396913,0.07826739410928352
188,29005.446814182123,17.59234518681834,20.270172644079302,0.17178188421180318,0.04968313212983866
189,29173.530988608727,17.8930283069084,17.597487521510498,0.15879779313184028,0.16912950391264003
190,29182.855909689977,18.061399550494528,16.688515116592292,0.16545749486432904,-0.010646239175937655
191,29124.203977099056,17.856700114727964,18.0539770047449,0.1576573837698736,0.1664769289135969
192,29110.252034668458,17.90650036778097,17.600456165884832,0.16140053738748594,0.131740152172649
193,29034.82430976898,17.52912523968739,20.814740565327476,0.1649960330680058,0.10409528454297978
194,29046.433780032407,17.741798085637694,18.966193813426038,0.17620891960481566,-0.0017295942952864074
195,29156.293244039844,17.94194378044237,17.041087811314537,0.15886674939823975,0.1791836235678893
196,28981.56235515688,17.39402012537003,21.691520606326748,0.1707402877422718,0.0678919889197146
197,29104.87498265689,17.786503887759025,18.637549281925086,0.15957916206633993,0.15259311444128743
198,29203.620921481204,17.955705706061607,17.360705038023557,0.16050765926891652,0.1101667401097276
199,29230.692035467648,18.05511657901254,16.010957991830267,0.15986641778103527,0.15065975504915285
200,29133.464344647167,17.835660772789595,18.396335394005924,0.1650671133373217,0.08321917182922067
201,29183.75060438439,18.120556017634787,15.371583113684283,0.16111801968637762,0.13913785809493617
202,29144.277329499004,17.946355254947107,17.097517120686152,0.16245554965445375,0.13038979452006327
203,29050.53243912053,17.522619180330643,21.00925254748207,0.1740210328559012,0.020544237210653127
204,29127.763803890448,17.709665942104355,19.134263319896526,0.16546748325487537,0.11949367371484465
205,29128.19922093449,17.781549476132838,18.669672519741898,0.1543352845120547,0.19430608298141083
206,29124.763905927044,17.957399223829835,17.36990962713445,0.16268861403852874,0.09035840932211181
207,29073.5088776443,17.816295868575967,18.388001866911782,0.1624391083442237,0.1245358628645944
208,29073.413198643037,17.69933111302742,19.534913731321716,0.16539953266649532,0.09152490580710915
209,29142.802218348683,17.850982488363098,18.11630821345399,0.16206239783471743,0.12552037010284434
210,29122.420338803193,17.73396690030965,19.136212829385215,0.15869595925618374,0.15507226694974685
211,29116.970629951327,17.82456385330205,18.546070466593868,0.17104577368871965,0.012339949404258088
212,29126.04571620322,17.866892778021867,18.04706733068354,0.15803472374956162,0.15432836667196947
213,29096.323166933027,17.727905009437357,19.421486818034204,0.15996817217385684,0.1197430420346065
214,29186.958809435608,18.066777886686808,16.014779311659332,0.15533262288731098,0.19735237236623593
215,29109.100026743687,17.868905825849065,17.800120712464558,0.1677986699238928,0.08097038413283075
216,29082.37460152104,17.65131283349658,19.82440731359638,0.16748705002731412,0.08556039631193713
217,29128.084709581257,18.036252338405607,16.152427601341948,0.16198869132857197,0.14206039277207216
218,29051.92841516324,17.425059535036834,21.609056222642135,0.17018052138155082,0.07432015808467796
219,29171.43269819123,18.047414328674538,16.159774134554056,0.16335133910558086,0.10599079418545931
220,29075.535185417117,17.75099798727286,18.890571108369276,0.16455341237769572,0.11590988269756386
221,29047.361967687473,17.68300567788887,19.670010922174924,0.16708639294131744,0.0748129428956964
222,29147.526222943572,17.98176792867408,16.936587160394577,0.16731992146103547,0.05348487822897974
223,29150.350187195407,18.034466841328737,16.6948862425002,0.16391767332919693,0.05363319301507108
224,29175.65377167084,17.963476966189756,16.9619848616857,0.1578720086048836,0.17340998406630648
225,29111.713397836746,17.718245441174176,19.24642490544934,0.1616568249241972,0.13250647253511916
226,29167.0312957018,17.833575314475556,18.216585280618762,0.16516283863147863,0.09949850011466033
227,29181.364415681794,18.04725317189961,16.059080152999915,0.15603991262431272,0.20579973731408907
228,29069.960535826496,17.66858818566809,19.69383918979442,0.16762620724158372,0.08134761586997874
229,29066.862053202458,17.578515933282883,20.48792029665207,0.1617076283465264,0.12178553027006944
230,29074.587050381946,17.659324215221428,19.823243609177332,0.16243682302300555,0.11852529725226713
231,29097.270441618177,17.794537416661854,18.75054433054215,0.16993027037679997,0.03665212275984431
232,29085.89492330763,17.70413581493204,19.49441777320175,0.16121720795576544,0.12434279149205663
233,29115.234176754413,17.80766087975179,18.43139841702159,0.1622440674776543,0.13132412935524962
234,29088.985233100095,17.764102316983895,18.63012672807145,0.16955399781955205,0.08221992854439619
235,29142.36163494811,17.917521533255837,17.323753057774994,0.1623705166552284,0.13959383221576416
236,29158.20467400264,17.851404751534407,17.994221494124957,0.16489425315600337,0.10885332295728134
237,29171.711993763274,18.032774328952378,16.403031538427474,0.15710490959429646,0.17317274503060698
238,29128.85417724007,17.701200743109037,19.58506908528505,0.16530653184790034,0.08503195603432245
239,29130.777575392047,18.017001963821492,16.79096673094529,0.15929885603211158,0.12703644951186932
240,29116.088812070964,17.79842303725364,18.4212662121064,0.16242101115476804,0.13919362993210715
241,29190.078603479946,17.918325434389093,17.554469022656832,0.15799886298356713,0.15805896054149415
242,29017.186029336994,17.63863057527906,20.0226813244075,0.16794796828880354,0.06983507781980158
243,29168.009798240215,17.908583379725506,17.437688470910217,0.16073986856228117,0.14996990178525094
244,29106.24905571467,17.880454590863387,17.901973503935995,0.15916258557250385,0.1479142583340498
245,29152.73181406317,17.994347218204137,16.66521747020288,0.16516329369748262,0.09545997379034055
246,29111.599301562823,17.862193948508704,18.057843499243123,0.16654179310197426,0.07506080864206166
247,29147.276299659025,17.869463383455148,17.887590938438773,0.1551173493047895,0.1927859241766393
248,29088.716493708624,17.781895300390875,18.550258139194565,0.168910993697594,0.08009097042975633
249,29085.835185265365,17.630822656819195,20.07237382913833,0.16724106611758238,0.08157197975607444
250,29092.769599557632,17.62032629128458,19.998765941033795,0.16033071634112017,0.14655870857945286
251,29171.699202523625,17.845548282760724,18.031656902506224,0.15595017639580955,0.191688886421161
252,29145.33178328696,17.86088788122946,17.891127755468307,0.16127100892976354,0.14648089110677343
253,29122.773389708804,17.930088174598367,17.48407410935571,0.16238135918161944,0.11112258325306723
254,29089.049421063224,17.84543679954756,18.277061618961216,0.17190589786535382,0.008115127750083717
255,29135.116530643223,17.936421477898072,17.260326043818665,0.16276927546436049,0.1223639435584224
256,29186.929012902943,17.974070380928413,16.955922789197153,0.1648989288219428,0.08324141314386813
257,29034.74505339902,17.731022646956355,19.293112270279725,0.16860623482765402,0.054351751857254604
258,29118.61702940161,17.845722034394957,17.961336256883666,0.1650257879020487,0.11693603698977029
259,29105.126180732448,17.689956512487118,19.60214452226905,0.15798841679112174,0.15058328974542334
260,29081.18998391506,17.780161180946642,18.73054866109832,0.16727441003710297,0.08028290282377393
261,29084.478248448682,17.765452270695672,18.733708599871417,0.17263241604652257,0.03859186927455516
262,29133.245481897466,17.852383530650062,18.202084556134253,0.16040195690204817,0.13234768201629754
263,28989.677321686708,17.50778785607089,20.976278325440823,0.1711066825494585,0.054821035382172756
264,29115.74748827239,17.71150563276012,19.290136553936396,0.1608688333587759,0.14146467128083495
265,29102.434369278097,17.81718572046263,18.52698253200621,0.1716702858112481,0.016553505665159673
266,29185.020340639265,17.9779084357515,16.834095237430105,0.1576794773773581,0.17696831224962684
267,29142.855854531514,17.877263288602794,17.859899549441092,0.16120467931067273,0.13538309812517446
268,29156.15196765008,17.824425791452363,18.397240795220004,0.1575358857812168,0.1618472070627227
269,29194.426941211186,18.122442034503933,15.485732573749244,0.15512314180522002,0.19765775596923196
270,29096.487742844663,17.98262193689486,17.058833282743482,0.16038788925693104,0.12279626912959829
271,29182.292191634486,17.96625460260524,16.874354089177555,0.16547555389401924,0.09111762003648094
272,29159.01587356213,17.8119738440201,18.234439652586698,0.16005128508660316,0.16598457665499478
273,29126.517754360262,17.805333375271555,18.765904477884497,0.16087669607465716,0.1149887917125898
274,29165.707998755686,18.036527383583067,16.26152693274593,0.16083616223517516,0.13692475211793131
275,29026.42530154006,17.56077864846661,20.55802971686382,0.1635169882064339,0.10903674874338432
276,29157.25212065345,17.856286930498165,17.97949241537491,0.16409810729271657,0.11032179405929121
277,29128.06870154826,17.876551957375565,17.63312144853887,0.16458211423619618,0.12474339715964011
278,29057.742671264394,17.69608375237795,19.580458227602236,0.16898344046668845,0.05720050623232564
279,29086.928844578648,17.68144227351762,19.851114382371158,0.16279043988363362,0.09375491181950635
280,29197.023565307594,17.96642754906426,16.802140202500123,0.16185719357899553,0.14511004814474915
281,29112.807659132526,17.953869630281183,17.29315257667956,0.1617883721235941,0.11313468294355633
282,29139.14057771674,17.872848852958686,18.046872846250956,0.15745314240935093,0.15505923126341126
283,29106.576344907706,17.80041164462412,18.334506186565715,0.17375419211201526,0.028612853296904994
284,29111.127857525014,17.802272108420574,18.52149220953939,0.16628048936643292,0.09012560379447099
285,29109.58021192843,17.70452461241346,19.56804784612425,0.1647316293815334,0.0898235706041951
286,29089.674261040705,17.7259807139495,19.30354589746038,0.1588672227791742,0.1422676600031112
287,29071.900170061755,17.679417978368527,19.698001144480187,0.1574113703295763,0.1481930944090527
288,29106.72840039585,17.929066035533502,17.43537822218611,0.163492438804546,0.10483072234062885
289,29142.42216440395,17.833806498430814,18.01711090241199,0.16657439419133224,0.1056659336465735
290,29086.726708229064,17.789649122896197,18.561360150692312,0.16794870396346429,0.08119770483763067
291,29168.962883905046,17.935596716937205,17.660139090041362,0.15677535505850737,0.1437061074144701
292,29076.586872789667,17.586218496307456,20.411086893945335,0.16660072946142201,0.09091936948183543
293,29094.808849452158,17.72789912721547,18.949651757026263,0.16660296050806445,0.11149622168658135
294,29161.82463165753,17.937751647382306,17.153694951212653,0.16323210570199842,0.12587037526899625
295,29168.51643278886,17.857476653643488,17.99882350001489,0.15874274777484942,0.16179330077843979
296,29085.861765914586,17.83739049816043,18.156604526054842,0.16830888630986662,0.07165005141367276
297,29127.86245200634,17.855116780978157,18.248926518035585,0.16027707222164866,0.12549749106448427
298,29068.869686434613,17.84500553794378,18.448624420728077,0.16484542800775426,0.07070351443209
299,29150.928798630594,17.89861528765955,17.52286664488116,0.15921906931704488,0.16776071059152797
300,29125.26855628277,17.848534535555242,18.26666205886237,0.16621424449062405,0.07191778200610743
301,29085.11353358881,17.778940376834814,18.686627949329935,0.16542633789718753,0.10042429987664447
302,29070.318871427524,17.678015128143027,19.584138889326745,0.16320456131757766,0.1181311397481426
303,29052.07700510898,17.84985365410993,18.13898118957289,0.17110691420120216,0.027879991754834466
304,29158.841987191463,17.820541994958262,18.521409055330018,0.1601228453315644,0.13185020041456297
305,29078.779444350155,17.716352800162976,19.33701849027985,0.1669725883174349,0.08148372514183955
306,29138.00826483868,17.953679530708495,17.193993171793206,0.1620405740567158,0.11971579835052049
307,29137.08962459392,17.948843003416798,17.144071981536673,0.15772128744064573,0.17385195035607626
308,29220.300532643338,17.96483382811257,17.026325522396988,0.1536434592408089,0.20175266410899262
309,29116.453402012277,17.727162879522908,19.185634617909496,0.1644108679400691,0.10939296620616823
310,29076.93390153561,17.667143668562574,19.51454951864855,0.16712766947262703,0.10433120599311041
311,29131.210908955578,17.887877279313344,17.76117113800683,0.15927226894386548,0.1537842558551471
312,29145.636153695013,17.98059363764373,17.006899995545908,0.16379313043904153,0.08602905117866877
313,29060.504167201383,17.700063477662194,19.27747136244597,0.16155496059548313,0.14248600341152395
314,29107.92886028976,17.74325778751386,19.11043654133448,0.1628267005080799,0.11712465824210683
315,29095.12325530716,17.722871048055378,19.223601523256093,0.16406985357040416,0.11170006041477054
