,BIC,RMSE_train,RMSE_test,R2_train,R2_test
0,29151.686277454763,17.89273757402713,17.527590211492956,0.16442988045472895,0.11825024702981235
1,29136.0725419599,17.88524460110149,18.14031292463001,0.15479664708243457,0.16054808830269462
2,29151.406483395127,17.902290776597393,17.52105770698378,0.16131284871441076,0.14360210196647782
3,29028.62898314542,17.595083602730366,20.4218660541861,0.15997891998277736,0.12756557116755918
4,29115.51648273218,17.893939462283367,17.515850969350463,0.16376219846908135,0.12870665247881918
5,29076.04186821427,17.653457248390996,19.774353131851015,0.16097964669416154,0.13785235562830778
6,29173.55195341503,17.94464431743797,17.208326431258513,0.16431784890563128,0.09991120096621953
7,29081.2155160977,17.682974633929604,19.338461362536588,0.16624440072958357,0.11412819400433682
8,29172.67236265188,18.035190995078246,16.416293807158258,0.16797282857774887,0.03023722149717034
9,29102.44994255825,17.772908050950207,19.10743318411874,0.16909408490807065,0.029921941832646404
10,29071.45950435689,17.774348290657134,18.69299932302005,0.16358032540381018,0.12140350996683824
11,29011.471004230883,17.555164184856814,20.550157898124173,0.17071576107921616,0.06221192819344745
12,29246.467304883252,18.219329657856942,14.434818329101345,0.15442666317514864,0.20725911571486788
13,29057.56077744515,17.35395852200071,22.66510514452442,0.17151518985824454,0.024262977660193807
14,29129.423358723623,17.90429642236061,17.567979110896406,0.15890358009899164,0.16119513274710429
15,29048.282195378983,17.641283133533438,19.72734718366797,0.16758751372789227,0.0997630366364829
16,29147.32349911513,17.93296005600673,17.32709175388757,0.16459356680984738,0.09863404851286517
17,29116.75884729495,17.92708556078863,17.410781063141478,0.16024020511539905,0.14324126282010408
18,29223.150759843105,18.098292527091974,15.704349546098795,0.15805803458141898,0.15953031366013226
19,29145.10456984429,17.850610655346912,18.082467325587054,0.1636108639930649,0.11474493967734234
20,29110.17939597393,17.777466700103748,18.704119583811913,0.1657646666074848,0.0999439391678747
21,29099.277266679528,17.756189459217524,19.024125381775644,0.161400524309938,0.12394130541840431
22,29144.504534141437,17.997748271217073,16.55432200018877,0.16629650890540448,0.08418785596024947
23,29173.938769578308,17.835759732510546,18.234325844070675,0.1576415591546435,0.16700024682986736
24,28985.69879128544,17.640235787312474,19.906791299766684,0.16979757920765692,0.05638243105909169
25,29113.06555928942,17.982564553312137,17.182650342650508,0.16225880185943298,0.08914744345700665
26,29132.994592101964,17.70838411576221,19.13656873161005,0.16256220353256345,0.14450170812516916
27,29138.12037921717,17.82239651357332,18.332016723598695,0.1654027204494608,0.09710906514273399
28,29183.476851606192,17.91076916743814,17.574263470566528,0.15952496990702847,0.14497837057921825
29,29113.750466623245,17.82182157792482,18.527289627914797,0.16318161233794914,0.10133013273674985
30,29182.005091052473,18.008122522965326,16.634393742450282,0.15995743528861361,0.1433823933124203
31,29113.53178996184,17.73062490983908,19.095136106063226,0.16551776558447284,0.10514993905065884
32,29080.831932221037,17.583398469533286,20.810272807094705,0.16704182867454087,0.052102862085711354
33,29109.85302646308,17.93664719392651,17.088552925375115,0.15941885886206086,0.17119297445688553
34,29052.531548342446,17.7533963753562,19.265319141076134,0.16288142068678924,0.09211965559302115
35,29110.28736352242,17.731281720534245,18.88802727435651,0.16696320027699796,0.11127729124165098
36,29057.930621177824,17.76938823345395,18.780409407150675,0.16640568755978913,0.09342732640557971
37,29193.76454433202,18.138727625251466,15.43242233217978,0.15660002169527432,0.16472203063873592
38,29119.817425102206,17.674954320689363,19.578218991855348,0.166325496645519,0.09941705609214291
39,29158.194002924894,17.918446765308435,17.42088669811635,0.16368638472954322,0.1136100247892542
40,29093.267718700954,17.827440969126915,18.202178463268076,0.1647945203095651,0.11283038380695587
41,29148.155154873224,17.816310462763724,18.32625761432868,0.16490482711189536,0.1093209336960963
42,29040.65141164281,17.58638201696287,20.289157739922654,0.16444085589501423,0.11374559260862827
43,29116.88915615915,17.89027260630448,17.762093086485226,0.16054026272300137,0.13955581839990194
44,29048.704621550423,17.517331477247396,20.8037290724256,0.16510439275597388,0.11515688664538015
45,29097.81544104505,17.781982631828786,18.862960061336775,0.15901019909863057,0.13880422704448037
46,29160.687167017037,18.031608458084747,16.21089769717622,0.1659283794520776,0.09076437215650213
47,29147.6902973565,17.9146320419578,17.51912642093829,0.1633185062625302,0.10993205932877714
48,29196.151678435992,17.974855279465135,17.143552430308034,0.1565396289806631,0.1591017354047558
49,29145.64884744078,17.918916550668865,17.710165059047895,0.16835412387700088,0.028453493575149702
50,29056.506077063277,17.583713638023468,20.736527791550383,0.16358929393714616,0.08751627956280106
51,29097.382169490018,17.8067385559216,18.2524009919767,0.16989343991134753,0.07573089906551622
52,29161.089326536756,18.02943466262977,16.236395181334682,0.16310848411035428,0.12628844244208204
53,29095.49754536152,17.97669475955694,17.07168600186257,0.1690548171860502,0.022187279567546958
54,29173.30843427826,18.00380178460589,16.418197963127252,0.1599785001891758,0.16966105940494902
55,29114.12955985612,17.695317584268455,19.679724546672396,0.16222864667523873,0.10747293477105846
56,29146.38701488341,17.90569612183257,17.513102154268054,0.16517296310247997,0.10198616887732903
57,29178.968364010732,18.02140581855161,16.86905825323308,0.15446066518397494,0.16535596823678667
58,29086.4210364389,17.623638774638234,20.11841150982692,0.16163711768720523,0.12569297462236584
59,29058.036601483356,17.590799378349363,20.40527037146442,0.16584147784071224,0.09132636275480766
60,29169.097621106564,17.912475685236302,17.739549015691008,0.1594888105095118,0.12866676225750984
61,29123.693863285866,17.649681973409727,19.759135637410466,0.16257882803428725,0.1329121035654809
62,29178.4175220268,18.056324680856886,16.248777734157215,0.15647908243114628,0.17330207273607345
63,29077.256701283688,17.776796513402086,18.86817072989609,0.1620781598056259,0.11262770794404031
64,29074.06041833017,17.83350671841016,18.19077212523506,0.16394159283118193,0.11611200891734152
65,29062.359736130937,17.69363698623662,19.597251382003897,0.16447488735309135,0.09334126176352997
66,29169.01216704384,18.01073251346883,16.68861615606024,0.16933742435533783,0.00531581856634511
67,29045.2727742037,17.7073248148476,19.301405336698892,0.17045252886473372,0.060050409821130635
68,29109.947164619087,17.71602904765124,19.31154680449723,0.16305160234336324,0.11872169968776258
69,29170.888984989855,17.89219401588236,17.602991205204013,0.16224077829229733,0.1357914421308939
70,29214.617807928924,18.14576988119146,15.224712743664229,0.15501621180345604,0.1944291034582506
71,29151.4678802386,17.884029221900523,17.654433124529014,0.16649542572247944,0.09284050299299218
72,29104.036930415536,17.82029044592964,18.41046184017496,0.16455264736701947,0.10140912023033621
73,28974.672596130535,17.44318375222511,21.484596850231544,0.17426052867314834,0.03582730902659559
74,29062.33896100953,17.49497639675405,21.28044515980481,0.16444315416294497,0.0899856346669653
75,29143.51735210527,18.01752712708535,16.595371204726895,0.16096924836347282,0.1284137475381134
76,29151.750484399377,17.922276264603482,17.187286959964045,0.1659899485277786,0.10594385457628541
77,29095.82459094817,17.797661555246332,18.706923903009983,0.16315294805352398,0.10588751924266937
78,29128.651850134425,17.754486583272143,18.838681253897196,0.16543487128408763,0.109662236940125
79,29157.920213053378,17.946821461711398,17.310509445350437,0.1557187764899427,0.17780347949380693
80,29166.46821686362,18.085519786595803,15.701057125599261,0.16246471414050034,0.12627397514874772
81,29184.52480293936,17.90386390908331,17.541024927487758,0.1638799189284117,0.10862140401516363
82,29139.6683961437,17.81284661266142,18.34167617485353,0.1617277994054387,0.14088799251170403
83,29154.054326133635,17.944250566456493,17.16151012026113,0.16192155939624508,0.1339006079409062
84,29185.476862162235,18.040476018310866,16.603640969125557,0.1628195076543676,0.07433490326548209
85,28962.351873684238,17.66061842866121,19.769449049199977,0.1698814650475462,0.055700444442271846
86,29094.6181174228,17.665660767599192,19.863088314182473,0.15444816073917833,0.16655987618292178
87,29094.490893205846,17.70495779968272,19.413130943254533,0.15914864242029658,0.14637332606111497
88,29126.12589543849,17.866692561485056,17.934600975939126,0.1642695526030371,0.1078084780380082
89,29086.633288217155,17.566237850178762,20.456874792206033,0.17299230353056616,0.049526836882758274
90,29113.935811743482,17.82507004265148,18.247942249354274,0.16841243266135575,0.07368330219720332
91,29059.40486618752,17.436009977819754,21.826702425932215,0.16273560249639019,0.09639915828320467
92,29170.264903631876,18.02497322477832,16.231351866638803,0.15671634786180422,0.20335563277195823
93,29072.80775796844,17.74438539037942,19.160798043304748,0.15649568193740937,0.15885506653442694
94,29173.52397318361,18.052616888872727,16.26687932203281,0.16032205521257747,0.12990145131642739
95,29117.503962963074,17.748736638268973,19.11451174201953,0.16789012289576444,0.06458859853543131
96,29139.852422544245,17.947886371596347,17.121664750044232,0.16207015321346518,0.13184107995095207
97,29138.14694930097,17.81131543695265,18.41010799949209,0.16638782763347826,0.0913848005393032
